[<6,18>,[14,17,23],[14,18,21,23],[10,12,23],[14,18,25,33,40,39,38],[14,18,25,29,30,38],[14,17,22,30,38],[10,11,17,23],[14,18,21,22,30,38],[10,12,22,30,38],[14,11,12,23],[10,11,18,21,23],[14,18,25,29,31,40,39,38],[14,18,25,32,35,40,39,38],[14,17,22,31,40,39,38],[13,15,16,17,23],[14,16,19,27,35,40,39,38],[14,18,24,27,35,40,39,38],[13,15,19,27,35,40,39,38],[10,11,18,25,33,40,39,38],[14,18,25,33,31,30,38],[14,17,21,25,33,40,39,38],[10,11,18,25,29,30,38],[14,17,22,29,33,40,39,38],[10,11,17,22,30,38],[10,12,22,31,40,39,38],[14,18,21,22,31,40,39,38],[14,17,21,25,29,30,38],[14,16,19,24,21,23],[14,18,25,29,22,23],[13,15,19,24,21,23]],
[<6,19>,[14,18,25,33,40,39],[14,18,25,29,30],[14,17,22,30],[14,18,21,22,30],[10,12,22,30],[14,18,25,29,31,40,39],[14,18,25,32,35,40,39],[14,17,22,31,40,39],[14,16,19,27,35,40,39],[14,18,24,27,35,40,39],[13,15,19,27,35,40,39],[10,11,18,25,33,40,39],[14,18,25,33,31,30],[14,17,22,29,33,40,39],[14,17,21,25,33,40,39],[10,11,18,25,29,30],[14,18,21,22,31,40,39],[10,11,17,22,30],[10,12,22,31,40,39],[14,17,23,38],[14,17,21,25,29,30],[14,18,25,32,36,41,40,39],[14,16,20,26,27,35,40,39],[13,15,20,26,27,35,40,39],[10,12,21,25,33,40,39],[10,12,22,29,33,40,39],[14,18,21,22,29,33,40,39],[14,16,19,27,32,33,40,39],[14,16,19,27,36,41,40,39],[14,18,21,23,38]],
[<6,20>,[14,18,25,33,40],[14,18,25,29,31,40],[14,18,25,32,35,40],[14,17,22,31,40],[14,16,19,27,35,40],[14,18,24,27,35,40],[13,15,19,27,35,40],[10,11,18,25,33,40],[14,17,22,29,33,40],[14,17,21,25,33,40],[14,18,21,22,31,40],[10,12,22,31,40],[14,18,25,29,30,39],[14,18,25,32,36,41,40],[14,17,22,30,39],[14,16,20,26,27,35,40],[13,15,20,26,27,35,40],[14,18,21,22,29,33,40],[10,12,21,25,33,40],[10,12,22,29,33,40],[14,16,19,27,32,33,40],[14,16,19,27,36,41,40],[14,18,24,27,32,33,40],[14,16,20,28,34,35,40],[14,18,24,27,36,41,40],[13,15,19,27,32,33,40],[13,15,19,27,36,41,40],[14,16,19,24,25,33,40],[13,15,20,28,34,35,40],[13,15,19,24,25,33,40]],
[<6,21>,[14,18,25,33],[14,18,25,29,31],[14,18,25,32,35],[14,17,22,31],[14,16,19,27,35],[14,18,24,27,35],[13,15,19,27,35],[10,11,18,25,33],[14,17,22,29,33],[14,17,21,25,33],[14,18,21,22,31],[10,12,22,31],[14,18,25,32,36,41],[14,16,20,26,27,35],[13,15,20,26,27,35],[14,18,21,22,29,33],[10,12,21,25,33],[10,12,22,29,33],[14,16,19,27,32,33],[14,16,19,27,36,41],[14,18,24,27,32,33],[13,15,19,27,32,33],[14,16,20,28,34,35],[14,18,24,27,36,41],[13,15,19,27,36,41],[14,16,19,24,25,33],[13,15,20,28,34,35],[13,15,19,24,25,33],[10,11,18,25,29,31],[13,15,16,18,25,33]],
[<6,22>,[14,18,25,33,41],[14,18,25,32,36],[14,16,19,27,36],[14,18,24,27,36],[13,15,19,27,36],[14,18,25,29,31,41],[14,18,25,32,35,41],[14,17,22,31,41],[14,16,19,27,35,41],[14,18,24,27,35,41],[13,15,19,27,35,41],[14,16,20,26,27,36],[10,11,18,25,33,41],[14,18,25,33,35,36],[13,15,20,26,27,36],[14,17,22,29,33,41],[14,17,21,25,33,41],[14,18,21,22,31,41],[10,12,22,31,41],[14,16,20,28,37,42],[14,16,20,28,34,36],[13,15,20,28,37,42],[13,15,20,28,34,36],[10,11,18,25,32,36],[14,16,20,26,27,35,41],[13,15,20,26,27,35,41],[14,17,21,25,32,36],[14,17,22,29,32,36],[14,18,21,22,29,33,41],[10,12,21,25,33,41]],
[<6,23>,[14,16,20,28,37],[13,15,20,28,37],[14,18,25,33,41,42],[14,18,25,32,34,37],[14,16,19,26,28,37],[14,18,25,32,36,42],[13,15,19,26,28,37],[14,16,19,27,34,37],[14,18,24,26,28,37],[13,15,19,27,34,37],[14,18,24,27,34,37],[14,16,19,27,36,42],[13,15,19,27,36,42],[14,18,24,27,36,42],[14,18,25,29,31,41,42],[10,11,16,20,28,37],[14,18,25,32,35,41,42],[14,17,22,31,41,42],[14,16,20,26,27,34,37],[13,15,20,26,27,34,37],[14,18,25,33,35,34,37],[14,16,19,27,35,41,42],[13,15,19,27,35,41,42],[14,18,24,27,35,41,42],[10,11,18,25,33,41,42],[14,16,20,26,27,36,42],[13,15,20,26,27,36,42],[14,18,25,33,35,36,42],[14,17,22,29,33,41,42],[14,17,21,25,33,41,42]],
[<7,8>,[15,16],[13,14],[13,10,11],[15,19,24,18],[9,7,8,14],[9,5,6,14],[9,7,4,6,14],[9,5,4,8,14],[15,20,26,24,18],[9,7,8,10,11],[15,19,24,21,17],[13,6,2,3,11],[9,5,6,10,11],[13,10,12,17],[9,5,2,3,11],[9,7,4,6,10,11],[9,7,4,2,3,11],[9,5,4,8,10,11],[13,8,4,2,3,11],[15,20,26,24,21,17],[15,19,27,32,25,18],[13,10,12,21,18],[13,6,2,0,1,11],[9,5,2,3,10,14],[15,20,26,27,32,25,18],[9,5,2,0,1,11],[9,7,4,2,3,10,14],[9,7,4,2,0,1,11],[13,8,4,2,0,1,11],[15,20,28,34,32,25,18]],
[<7,9>,[15],[13,14,16],[13,10,11,16],[9,7,8,14,16],[13,14,18,24,19],[9,5,6,14,16],[9,7,4,6,14,16],[9,5,4,8,14,16],[13,14,18,24,26,20],[9,7,8,10,11,16],[13,10,11,18,24,19],[13,6,2,3,11,16],[9,5,6,10,11,16],[13,14,17,21,24,19],[13,10,12,17,16],[9,7,4,6,10,11,16],[9,5,2,3,11,16],[9,7,4,2,3,11,16],[13,8,4,2,3,11,16],[9,5,4,8,10,11,16],[9,7,8,14,18,24,19],[13,10,11,18,24,26,20],[13,10,12,21,24,19],[13,14,17,21,24,26,20],[13,10,12,21,18,16],[13,14,18,25,32,27,19],[9,5,6,14,18,24,19],[9,7,4,6,14,18,24,19],[9,5,4,8,14,18,24,19],[9,5,2,3,10,14,16]],
[<7,10>,[15,16,17],[13,14,17],[15,19,24,21],[15,16,18,21],[13,14,18,21],[13,10,12],[15,20,26,24,21],[13,10,11,17],[15,16,11,12],[9,7,8,14,17],[13,14,11,12],[13,10,11,18,21],[15,19,24,18,17],[9,5,6,14,17],[15,19,27,32,29,22],[9,7,4,6,14,17],[15,19,27,32,25,21],[9,5,4,8,14,17],[9,7,8,14,18,21],[15,19,24,25,29,22],[9,7,8,10,12],[15,16,18,25,29,22],[15,16,14,10,12],[15,20,26,24,18,17],[13,14,16,19,24,21],[13,14,18,25,29,22],[13,6,2,3,12],[15,19,27,35,31,22],[9,5,6,10,12],[9,5,6,14,18,21]],
[<7,11>,[15,19,24],[15,16,18],[13,14,18],[15,20,26,24],[15,16,17,21],[13,10,11,18],[13,14,17,21],[15,19,27,32,25],[9,7,8,14,18],[13,10,12,21],[13,14,16,19,24],[9,5,6,14,18],[9,7,4,6,14,18],[15,20,26,27,32,25],[9,5,4,8,14,18],[15,20,28,34,32,25],[15,19,27,35,33,25],[13,10,11,17,21],[13,14,16,20,26,24],[15,20,28,34,27,24],[15,16,11,12,21],[9,7,8,10,11,18],[9,7,8,14,17,21],[15,20,26,27,35,33,25],[13,14,11,12,21],[15,16,17,22,29,25],[15,19,26,28,34,32,25],[13,10,11,16,19,24],[15,19,27,36,41,33,25],[13,6,2,3,11,18]],
[<7,12>,[15,19],[15,20,26],[15,16,18,24],[13,14,16,19],[13,14,18,24],[13,14,16,20,26],[15,20,28,34,27],[15,16,17,21,24],[13,10,11,16,19],[13,10,11,18,24],[13,14,17,21,24],[15,16,18,25,32,27],[9,7,8,14,16,19],[13,10,11,16,20,26],[9,7,8,14,18,24],[13,10,12,21,24],[13,14,18,25,32,27],[9,5,6,14,16,19],[9,7,4,6,14,16,19],[9,5,6,14,18,24],[9,5,4,8,14,16,19],[9,7,4,6,14,18,24],[9,5,4,8,14,18,24],[9,7,8,14,16,20,26],[15,20,28,34,32,25,24],[13,10,11,17,21,24],[15,16,18,25,33,35,27],[9,5,6,14,16,20,26],[9,7,4,6,14,16,20,26],[9,5,4,8,14,16,20,26]],
[<7,13>,[15,20],[15,19,26],[13,14,16,20],[15,16,18,24,26],[13,14,16,19,26],[13,14,18,24,26],[15,19,27,34,28],[13,10,11,16,20],[9,7,8,14,16,20],[15,16,17,21,24,26],[13,14,18,24,19,20],[13,10,11,16,19,26],[13,10,11,18,24,26],[9,5,6,14,16,20],[13,14,17,21,24,26],[9,7,4,6,14,16,20],[9,5,4,8,14,16,20],[15,16,18,25,32,27,26],[9,7,8,14,16,19,26],[9,7,8,14,18,24,26],[13,10,12,21,24,26],[15,19,24,25,32,34,28],[13,14,18,25,32,27,26],[15,16,18,25,32,34,28],[9,5,6,14,16,19,26],[9,5,6,14,18,24,26],[9,7,4,6,14,16,19,26],[9,7,8,10,11,16,20],[9,5,4,8,14,16,19,26],[9,7,4,6,14,18,24,26]],
[<7,14>,[15,19,27,32,29],[15,19,24,25,29],[15,16,18,25,29],[15,16,17,22],[13,14,18,25,29],[15,19,27,35,31],[13,14,17,22],[15,20,26,27,32,29],[15,20,26,24,25,29],[15,19,24,21,22],[15,16,18,21,22],[15,20,28,34,32,29],[15,19,27,35,33,29],[13,14,18,21,22],[15,20,26,27,35,31],[13,10,12,22],[15,19,27,32,33,31],[15,19,27,36,41,31],[15,20,26,24,21,22],[15,20,28,34,35,31],[15,19,24,25,33,31],[15,16,18,25,33,31],[15,20,26,27,35,33,29],[15,16,17,21,25,29],[15,19,26,28,34,32,29],[13,14,18,25,33,31],[13,10,11,18,25,29],[15,19,27,36,41,33,29],[15,20,28,34,35,33,29],[13,14,17,21,25,29]],
[<7,15>,[15,19,27,32],[15,19,24,25],[15,16,18,25],[13,14,18,25],[15,20,26,27,32],[15,20,26,24,25],[15,20,28,34,32],[15,19,27,35,33],[15,20,26,27,35,33],[15,16,17,22,29],[15,16,17,21,25],[15,19,26,28,34,32],[13,10,11,18,25],[15,19,27,36,41,33],[15,20,28,34,35,33],[15,19,27,35,31,29],[13,14,17,22,29],[13,14,17,21,25],[15,19,24,21,22,29],[15,16,18,21,22,29],[15,16,18,24,27,32],[9,7,8,14,18,25],[15,20,26,27,36,41,33],[13,14,18,21,22,29],[15,20,26,27,35,31,29],[13,10,12,22,29],[13,10,12,21,25],[13,14,16,19,27,32],[13,14,18,24,27,32],[13,14,16,19,24,25]],
[<7,16>,[15,19,27],[15,20,26,27],[15,20,28,34],[15,19,26,28,34],[15,19,24,25,32],[15,16,18,25,32],[13,14,18,25,32],[15,16,18,24,27],[15,20,26,24,25,32],[13,14,16,19,27],[13,14,18,24,27],[15,19,24,25,33,35],[15,16,18,25,33,35],[15,20,28,37,42,36],[13,14,16,20,26,27],[13,14,18,25,33,35],[15,16,17,22,29,32],[13,14,16,20,28,34],[15,16,17,21,25,32],[15,20,26,24,25,33,35],[13,10,11,18,25,32],[15,20,28,37,42,41,35],[13,14,17,22,29,32],[15,19,24,25,33,41,36],[13,14,17,21,25,32],[15,19,24,25,29,31,35],[15,16,17,21,24,27],[15,16,18,25,33,41,36],[15,16,18,25,29,31,35],[13,10,11,16,19,27]],
[<7,17>,[15,20,28],[15,19,26,28],[15,19,27,34],[15,20,26,27,34],[13,14,16,20,28],[15,19,24,25,32,34],[15,16,18,25,32,34],[15,19,27,36,42,37],[15,16,18,24,26,28],[13,14,18,25,32,34],[15,16,18,24,27,34],[13,14,16,19,26,28],[15,20,26,24,25,32,34],[13,14,18,24,26,28],[13,14,16,19,27,34],[13,14,18,24,27,34],[15,19,27,35,41,42,37],[15,20,26,27,36,42,37],[15,19,24,25,33,35,34],[15,16,18,25,33,35,34],[13,10,11,16,20,28],[13,14,16,20,26,27,34],[13,14,18,25,33,35,34],[15,20,26,27,35,41,42,37],[15,16,17,22,29,32,34],[15,16,17,21,25,32,34],[15,20,26,24,25,33,35,34],[9,7,8,14,16,20,28],[15,19,27,32,33,41,42,37],[13,10,11,18,25,32,34]],
[<7,18>,[15,16,17,23],[15,19,27,35,40,39,38],[13,14,17,23],[15,19,24,21,23],[15,16,18,21,23],[15,20,26,27,35,40,39,38],[13,14,18,21,23],[13,10,12,23],[15,19,27,32,33,40,39,38],[15,19,27,36,41,40,39,38],[15,20,28,34,35,40,39,38],[15,19,24,25,33,40,39,38],[15,19,27,32,29,30,38],[15,16,18,25,33,40,39,38],[15,20,26,24,21,23],[15,19,24,25,29,30,38],[15,16,18,25,29,30,38],[15,16,17,22,30,38],[13,14,18,25,33,40,39,38],[13,14,18,25,29,30,38],[15,19,27,35,31,30,38],[15,20,26,27,32,33,40,39,38],[15,20,26,27,36,41,40,39,38],[13,14,17,22,30,38],[13,10,11,17,23],[15,20,26,24,25,33,40,39,38],[15,20,26,27,32,29,30,38],[15,20,26,24,25,29,30,38],[15,19,24,21,22,30,38],[15,20,28,37,42,41,40,39,38]],
[<7,19>,[15,19,27,35,40,39],[15,20,26,27,35,40,39],[15,19,27,32,33,40,39],[15,19,27,36,41,40,39],[15,20,28,34,35,40,39],[15,19,24,25,33,40,39],[15,19,27,32,29,30],[15,16,18,25,33,40,39],[15,19,24,25,29,30],[15,16,18,25,29,30],[15,16,17,22,30],[13,14,18,25,33,40,39],[13,14,18,25,29,30],[15,19,27,35,31,30],[15,20,26,27,32,33,40,39],[15,20,26,27,36,41,40,39],[13,14,17,22,30],[15,20,26,24,25,33,40,39],[15,20,26,27,32,29,30],[15,20,26,24,25,29,30],[15,20,28,34,32,33,40,39],[15,19,26,28,34,35,40,39],[15,19,27,32,29,31,40,39],[15,20,28,34,36,41,40,39],[15,19,24,21,22,30],[15,20,28,37,42,41,40,39],[15,16,18,21,22,30],[15,19,24,25,29,31,40,39],[15,20,28,34,32,29,30],[15,19,24,25,32,35,40,39]],
[<7,20>,[15,19,27,35,40],[15,20,26,27,35,40],[15,19,27,32,33,40],[15,19,27,36,41,40],[15,20,28,34,35,40],[15,19,24,25,33,40],[15,16,18,25,33,40],[13,14,18,25,33,40],[15,20,26,27,32,33,40],[15,20,26,27,36,41,40],[15,20,26,24,25,33,40],[15,19,27,32,29,31,40],[15,20,28,34,32,33,40],[15,19,26,28,34,35,40],[15,20,28,37,42,41,40],[15,20,28,34,36,41,40],[15,19,24,25,29,31,40],[15,16,18,25,29,31,40],[15,19,24,25,32,35,40],[15,16,18,25,32,35,40],[15,16,17,22,31,40],[13,14,18,25,29,31,40],[13,14,18,25,32,35,40],[15,16,18,24,27,35,40],[13,14,17,22,31,40],[15,20,26,27,32,29,31,40],[15,20,26,24,25,29,31,40],[15,16,17,21,25,33,40],[15,16,17,22,29,33,40],[15,19,24,21,22,31,40]],
[<7,21>,[15,19,27,35],[15,20,26,27,35],[15,19,27,32,33],[15,19,27,36,41],[15,20,28,34,35],[15,19,24,25,33],[15,16,18,25,33],[13,14,18,25,33],[15,20,26,27,32,33],[15,20,26,27,36,41],[15,20,26,24,25,33],[15,19,27,32,29,31],[15,19,26,28,34,35],[15,20,28,37,42,41],[15,20,28,34,32,33],[15,20,28,34,36,41],[15,19,24,25,29,31],[15,16,18,25,29,31],[15,19,24,25,32,35],[15,16,18,25,32,35],[15,16,17,22,31],[13,14,18,25,29,31],[13,14,18,25,32,35],[15,16,18,24,27,35],[13,14,17,22,31],[15,20,26,27,32,29,31],[15,20,26,24,25,29,31],[15,16,17,22,29,33],[15,16,17,21,25,33],[15,19,24,21,22,31]],
[<7,22>,[15,19,27,36],[15,19,27,35,41],[15,20,26,27,36],[15,20,28,37,42],[15,20,28,34,36],[15,20,26,27,35,41],[15,19,27,32,33,41],[15,20,28,34,35,41],[15,19,24,25,33,41],[15,16,18,25,33,41],[15,19,26,28,37,42],[15,19,26,28,34,36],[13,14,18,25,33,41],[15,19,27,34,37,42],[15,19,24,25,32,36],[15,20,26,27,32,33,41],[15,16,18,25,32,36],[15,20,26,24,25,33,41],[15,19,27,32,29,31,41],[15,19,26,28,34,35,41],[13,14,18,25,32,36],[15,20,28,34,32,33,41],[15,16,18,24,27,36],[15,19,24,25,29,31,41],[15,19,24,25,32,35,41],[15,16,18,25,29,31,41],[15,20,26,27,34,37,42],[15,16,18,25,32,35,41],[15,16,17,22,31,41],[15,20,26,24,25,32,36]],
[<7,23>,[15,20,28,37],[15,19,26,28,37],[15,19,27,34,37],[15,19,27,36,42],[15,20,26,27,34,37],[15,19,27,35,41,42],[15,20,26,27,36,42],[15,20,28,34,36,42],[15,20,26,27,35,41,42],[15,19,27,32,33,41,42],[13,14,16,20,28,37],[15,20,28,34,35,41,42],[15,19,24,25,33,41,42],[15,16,18,25,33,41,42],[15,19,24,25,32,34,37],[15,19,26,28,34,36,42],[15,16,18,25,32,34,37],[13,14,18,25,33,41,42],[15,19,24,25,32,36,42],[15,20,26,27,32,33,41,42],[15,16,18,25,32,36,42],[15,16,18,24,26,28,37],[13,14,18,25,32,34,37],[15,20,26,24,25,33,41,42],[15,16,18,24,27,34,37],[15,19,27,32,29,31,41,42],[13,14,18,25,32,36,42],[15,19,26,28,34,35,41,42],[15,20,28,34,32,33,41,42],[13,14,16,19,26,28,37]],
[<8,9>,[16],[18,24,19],[14,13,15],[18,24,26,20],[17,21,24,19],[11,10,13,15],[14,8,7,9,15],[17,21,24,26,20],[18,25,32,27,19],[14,6,5,9,15],[14,6,4,7,9,15],[14,8,4,5,9,15],[18,25,32,27,26,20],[18,25,32,34,28,20],[18,25,33,35,27,19],[18,24,27,34,28,20],[11,10,8,7,9,15],[11,12,21,24,19],[17,21,25,32,27,19],[17,22,29,32,27,19],[18,25,33,35,27,26,20],[17,22,29,25,24,19],[11,10,6,5,9,15],[11,3,2,6,13,15],[17,12,10,13,15],[11,10,6,4,7,9,15],[11,3,2,5,9,15],[18,25,32,34,28,26,19],[11,10,8,4,5,9,15],[11,3,2,4,8,13,15]],
[<8,10>,[17],[18,21],[11,12],[16,19,24,21],[18,25,29,22],[14,10,12],[16,20,26,24,21],[18,25,33,31,22],[16,19,27,32,29,22],[16,19,27,32,25,21],[18,24,27,32,29,22],[16,19,24,25,29,22],[14,13,15,19,24,21],[16,15,13,10,12],[14,6,2,3,12],[18,25,32,35,31,22],[14,8,4,2,3,12],[16,19,27,35,31,22],[18,24,27,35,31,22],[16,20,26,27,32,29,22],[16,20,26,27,32,25,21],[16,20,26,24,25,29,22],[18,25,33,40,39,30,22],[14,13,15,20,26,24,21],[16,20,28,34,32,29,22],[16,20,28,34,32,25,21],[16,19,27,35,33,25,21],[16,19,27,35,33,29,22],[18,24,27,35,33,29,22],[18,25,32,36,41,31,22]],
[<8,11>,[18],[17,21],[16,19,24],[16,20,26,24],[11,12,21],[17,22,29,25],[14,10,12,21],[16,19,27,32,25],[14,13,15,19,24],[16,20,26,27,32,25],[17,22,31,33,25],[14,13,15,20,26,24],[16,20,28,34,32,25],[16,19,27,35,33,25],[16,20,28,34,27,24],[11,12,22,29,25],[11,10,13,15,19,24],[17,22,29,32,27,24],[16,20,26,27,35,33,25],[17,22,31,35,32,25],[16,19,26,28,34,32,25],[16,19,27,36,41,33,25],[16,19,27,35,31,29,25],[16,20,28,34,35,33,25],[16,19,27,32,29,22,21],[17,22,31,35,27,24],[14,8,7,9,15,19,24],[11,10,13,15,20,26,24],[14,10,12,22,29,25],[17,22,30,39,40,33,25]],
[<8,12>,[16,19],[18,24],[16,20,26],[17,21,24],[18,25,32,27],[14,13,15,19],[14,13,15,20,26],[18,25,33,35,27],[16,20,28,34,27],[11,12,21,24],[17,21,25,32,27],[17,22,29,32,27],[11,10,13,15,19],[17,22,29,25,24],[18,25,32,34,28,26],[18,25,33,41,36,27],[18,25,29,31,35,27],[17,22,31,35,27],[18,21,22,29,32,27],[14,8,7,9,15,19],[11,10,13,15,20,26],[14,10,12,21,24],[17,21,25,33,35,27],[17,22,29,33,35,27],[14,6,5,9,15,19],[14,6,4,7,9,15,19],[18,21,22,31,35,27],[14,8,4,5,9,15,19],[14,8,7,9,15,20,26],[18,25,33,35,34,28,26]],
[<8,13>,[16,20],[16,19,26],[18,24,26],[18,24,19,20],[14,13,15,20],[17,21,24,26],[18,25,32,27,26],[14,13,15,19,26],[18,25,32,34,28],[16,19,27,34,28],[18,24,27,34,28],[11,10,13,15,20],[17,21,24,19,20],[18,25,33,35,27,26],[14,8,7,9,15,20],[11,12,21,24,26],[18,25,33,35,34,28],[18,25,32,27,19,20],[17,21,25,32,27,26],[17,22,29,32,27,26],[11,10,13,15,19,26],[14,6,5,9,15,20],[17,22,29,25,24,26],[14,6,4,7,9,15,20],[14,8,4,5,9,15,20],[17,21,25,32,34,28],[17,22,29,32,34,28],[18,25,33,41,36,27,26],[18,25,29,31,35,27,26],[17,22,31,35,27,26]],
[<8,14>,[18,25,29],[17,22],[18,21,22],[18,25,33,31],[17,21,25,29],[11,12,22],[16,19,27,32,29],[18,24,27,32,29],[16,19,24,25,29],[18,25,32,35,31],[16,19,27,35,31],[18,24,27,35,31],[16,20,26,27,32,29],[18,25,33,40,39,30],[17,21,25,33,31],[16,20,26,24,25,29],[16,19,24,21,22],[14,10,12,22],[16,20,28,34,32,29],[16,19,27,35,33,29],[18,24,27,35,33,29],[18,25,32,36,41,31],[16,20,26,27,35,31],[11,12,21,25,29],[16,19,27,32,33,31],[16,19,27,36,41,31],[18,24,27,32,33,31],[18,24,27,36,41,31],[16,20,28,34,35,31],[16,20,26,24,21,22]],
[<8,15>,[18,25],[17,22,29],[17,21,25],[18,21,22,29],[16,19,27,32],[18,24,27,32],[16,19,24,25],[16,20,26,27,32],[17,22,31,33],[16,20,26,24,25],[16,20,28,34,32],[16,19,27,35,33],[18,24,27,35,33],[18,21,22,31,33],[11,12,22,29],[11,12,21,25],[17,21,24,27,32],[16,20,26,27,35,33],[17,22,31,35,32],[16,19,26,28,34,32],[18,24,26,28,34,32],[16,19,27,36,41,33],[16,20,28,34,35,33],[18,24,27,36,41,33],[16,19,27,35,31,29],[18,24,27,35,31,29],[16,19,24,21,22,29],[17,22,30,39,40,33],[14,10,12,21,25],[14,10,12,22,29]],
[<8,16>,[18,25,32],[16,19,27],[18,24,27],[16,20,26,27],[18,25,33,35],[16,20,28,34],[17,22,29,32],[17,21,25,32],[18,25,33,41,36],[17,21,24,27],[18,25,29,31,35],[17,22,31,35],[16,19,26,28,34],[18,21,22,29,32],[18,24,26,28,34],[16,19,24,25,32],[17,22,29,33,35],[17,21,25,33,35],[18,21,22,31,35],[14,13,15,19,27],[18,25,29,31,41,36],[16,20,26,24,25,32],[17,22,31,33,32],[17,22,31,41,36],[18,21,22,29,33,35],[16,19,24,25,33,35],[14,13,15,20,26,27],[17,22,29,33,41,36],[17,21,25,33,41,36],[18,25,29,30,39,40,35]],
[<8,17>,[16,20,28],[18,25,32,34],[16,19,26,28],[18,24,26,28],[16,19,27,34],[18,24,27,34],[16,20,26,27,34],[18,25,33,35,34],[17,22,29,32,34],[17,21,25,32,34],[18,24,19,20,28],[14,13,15,20,28],[17,21,24,26,28],[18,25,33,41,42,37],[17,21,24,27,34],[18,25,33,41,36,34],[18,25,29,31,35,34],[17,22,31,35,34],[18,21,22,29,32,34],[16,19,24,25,32,34],[18,25,32,36,42,37],[17,22,29,33,35,34],[17,21,25,33,35,34],[18,25,32,27,26,28],[16,19,27,36,42,37],[14,13,15,19,26,28],[18,21,22,31,35,34],[18,24,27,36,42,37],[14,13,15,19,27,34],[18,25,29,31,41,42,37]],
[<8,18>,[17,23],[18,21,23],[18,25,33,40,39,38],[18,25,29,30,38],[17,22,30,38],[18,21,22,30,38],[11,12,23],[18,25,29,31,40,39,38],[18,25,32,35,40,39,38],[17,22,31,40,39,38],[16,19,27,35,40,39,38],[18,24,27,35,40,39,38],[18,25,33,31,30,38],[17,21,25,33,40,39,38],[17,22,29,33,40,39,38],[18,21,22,31,40,39,38],[17,21,25,29,30,38],[16,19,24,21,23],[18,25,29,22,23],[14,10,12,23],[18,25,32,36,41,40,39,38],[16,20,26,27,35,40,39,38],[18,21,22,29,33,40,39,38],[16,19,27,32,33,40,39,38],[16,19,27,36,41,40,39,38],[11,12,22,30,38],[16,20,28,34,35,40,39,38],[18,24,27,32,33,40,39,38],[18,24,27,36,41,40,39,38],[16,19,24,25,33,40,39,38]],
[<8,19>,[18,25,33,40,39],[18,25,29,30],[17,22,30],[18,21,22,30],[18,25,29,31,40,39],[18,25,32,35,40,39],[17,22,31,40,39],[16,19,27,35,40,39],[18,24,27,35,40,39],[18,25,33,31,30],[17,22,29,33,40,39],[17,21,25,33,40,39],[18,21,22,31,40,39],[17,21,25,29,30],[17,23,38],[18,25,32,36,41,40,39],[16,20,26,27,35,40,39],[18,21,22,29,33,40,39],[16,19,27,32,33,40,39],[16,19,27,36,41,40,39],[18,21,23,38],[16,20,28,34,35,40,39],[18,24,27,32,33,40,39],[11,12,22,30],[18,24,27,36,41,40,39],[16,19,24,25,33,40,39],[16,19,27,32,29,30],[18,24,27,32,29,30],[16,19,24,25,29,30],[17,21,25,29,31,40,39]],
[<8,20>,[18,25,33,40],[18,25,29,31,40],[18,25,32,35,40],[17,22,31,40],[16,19,27,35,40],[18,24,27,35,40],[17,22,29,33,40],[17,21,25,33,40],[18,21,22,31,40],[18,25,29,30,39],[18,25,32,36,41,40],[17,22,30,39],[16,20,26,27,35,40],[18,21,22,29,33,40],[16,19,27,32,33,40],[16,19,27,36,41,40],[18,24,27,32,33,40],[16,20,28,34,35,40],[18,24,27,36,41,40],[16,19,24,25,33,40],[17,21,25,29,31,40],[18,21,22,30,39],[17,22,29,32,35,40],[17,21,25,32,35,40],[16,20,26,27,32,33,40],[16,20,26,27,36,41,40],[17,21,24,27,35,40],[16,20,26,24,25,33,40],[11,12,22,31,40],[18,21,22,29,32,35,40]],
[<8,21>,[18,25,33],[18,25,29,31],[18,25,32,35],[17,22,31],[16,19,27,35],[18,24,27,35],[17,22,29,33],[17,21,25,33],[18,21,22,31],[18,25,32,36,41],[16,20,26,27,35],[18,21,22,29,33],[16,19,27,32,33],[16,19,27,36,41],[18,24,27,32,33],[16,20,28,34,35],[18,24,27,36,41],[16,19,24,25,33],[18,25,29,30,39,40],[17,21,25,29,31],[17,22,29,32,35],[17,21,25,32,35],[17,22,30,39,40],[16,20,26,27,32,33],[16,20,26,27,36,41],[17,21,24,27,35],[16,20,26,24,25,33],[11,12,22,31],[18,21,22,29,32,35],[16,19,26,28,34,35]],
[<8,22>,[18,25,33,41],[18,25,32,36],[16,19,27,36],[18,24,27,36],[18,25,29,31,41],[18,25,32,35,41],[17,22,31,41],[16,19,27,35,41],[18,24,27,35,41],[16,20,26,27,36],[18,25,33,35,36],[17,22,29,33,41],[17,21,25,33,41],[18,21,22,31,41],[16,20,28,37,42],[16,20,28,34,36],[16,20,26,27,35,41],[17,22,29,32,36],[17,21,25,32,36],[18,21,22,29,33,41],[16,19,27,32,33,41],[18,24,27,32,33,41],[16,20,28,34,35,41],[16,19,24,25,33,41],[18,25,32,34,37,42],[17,21,24,27,36],[18,25,29,31,35,36],[18,25,29,30,39,40,41],[17,21,25,29,31,41],[17,22,31,35,36]],
